Angle (rad) Run #1,Light Intensity, Ch 1 (lx) Run #1
0.611,1034
0.611,1020
0.611,1037
0.611,1017
0.611,1034
0.611,1022
0.611,1022
0.611,1026
0.611,1015
0.628,1016
0.628,1008
0.628,1012
0.628,1002
0.628,1008
0.628,1000
0.628,1006
0.628,1000
0.628,1006
0.628,998
0.628,1000
0.628,1004
0.628,1015
0.628,1002
0.628,1007
0.646,1007
0.646,1008
0.646,1015
0.646,1008
0.646,1000
0.646,1010
0.646,1021
0.646,1013
0.646,1007
0.646,1003
0.646,994
0.646,981
0.646,986
0.646,986
0.646,977
0.646,970
0.646,965
0.663,967
0.663,967
0.663,967
0.663,962
0.663,960
0.663,960
0.663,959
0.663,955
0.663,955
0.663,952
0.663,952
0.663,940
0.663,939
0.663,941
0.663,934
0.663,940
0.663,929
0.663,929
0.663,921
0.663,915
0.681,903
0.681,887
0.681,884
0.681,888
0.681,884
0.681,890
0.681,889
0.681,886
0.681,891
0.681,892
0.681,889
0.681,884
0.681,885
0.681,879
0.681,877
0.681,877
0.681,881
0.681,877
0.681,866
0.681,866
0.681,866
0.681,859
0.681,850
0.681,848
0.681,841
0.698,833
0.698,826
0.698,822
0.698,802
0.698,802
0.698,799
0.698,803
0.698,802
0.698,791
0.698,787
0.698,796
0.698,813
0.698,815
0.698,804
0.698,790
0.698,788
0.698,786
0.698,794
0.698,784
0.698,783
0.716,781
0.716,782
0.716,774
0.716,765
0.716,764
0.716,757
0.716,745
0.716,736
0.716,729
0.716,724
0.716,723
0.716,729
0.716,729
0.716,730
0.716,727
0.716,726
0.716,722
0.733,725
0.733,720
0.733,729
0.733,723
0.733,720
0.733,716
0.733,720
0.733,714
0.733,713
0.733,705
0.733,693
0.733,685
0.733,680
0.733,684
0.733,687
0.733,689
0.733,697
0.733,700
0.733,703
0.733,702
0.733,702
0.733,699
0.733,702
0.75,710
0.75,711
0.75,712
0.75,710
0.75,712
0.75,712
0.75,725
0.75,722
0.75,730
0.75,730
0.75,725
0.75,732
0.75,732
0.75,738
0.75,733
0.75,740
0.75,735
0.75,745
0.75,749
0.75,761
0.75,754
0.75,762
0.75,754
0.768,758
0.768,756
0.768,768
0.768,763
0.768,761
0.768,763
0.768,760
0.768,769
0.768,765
0.768,769
0.768,770
0.768,769
0.768,763
0.768,773
0.768,773
0.768,781
0.768,780
0.768,793
0.785,792
0.785,799
0.785,800
0.785,810
0.785,804
0.785,810
0.785,815
0.785,813
0.785,821
0.785,816
0.785,824
0.785,824
0.785,835
0.785,839
0.785,848
0.785,841
0.785,848
0.785,847
0.785,857
0.785,863
0.785,877
0.785,878
0.785,893
0.785,904
0.785,912
0.785,921
0.803,934
0.803,937
0.803,948
0.803,956
0.803,963
0.803,964
0.803,978
0.803,984
0.803,997
0.803,980
0.803,995
0.803,999
0.803,1007
0.803,997
0.803,1008
0.803,1002
0.803,1019
0.803,1019
0.82,1022
0.82,1035
0.82,1028
0.82,1040
0.82,1036
0.82,1052
0.82,1046
0.82,1060
0.82,1069
0.82,1077
0.82,1075
0.82,1083
0.82,1088
0.82,1101
0.82,1119
0.82,1125
0.82,1125
0.82,1136
0.82,1139
0.82,1145
0.82,1149
0.82,1145
0.82,1167
0.838,1177
0.838,1183
0.838,1191
0.838,1192
0.838,1198
0.838,1197
0.838,1208
0.838,1199
0.838,1190
0.838,1195
0.838,1194
0.855,1187
0.855,1195
0.855,1195
0.855,1193
0.855,1199
0.855,1196
0.855,1194
0.855,1195
0.855,1201
0.855,1188
0.855,1181
0.873,1181
0.873,1180
0.873,1172
0.873,1173
0.873,1171
0.873,1177
0.873,1187
0.873,1189
0.873,1178
0.873,1184
0.873,1178
0.873,1171
0.873,1160
0.873,1160
0.873,1154
0.873,1144
0.873,1153
0.89,1154
0.89,1169
0.89,1186
0.89,1174
0.89,1155
0.89,1148
0.89,1138
0.89,1131
0.89,1115
0.89,1119
0.89,1119
0.89,1103
0.89,1103
0.89,1113
0.908,1100
0.908,1095
0.908,1090
0.908,1057
0.908,1059
0.908,1034
0.908,1031
0.908,1015
0.908,1009
0.908,995
0.908,977
0.908,966
0.925,952
0.925,931
0.925,920
0.925,907
0.925,897
0.925,884
0.925,870
0.925,880
0.925,889
0.925,882
0.925,882
0.925,878
0.925,865
0.925,825
0.942,812
0.942,802
0.942,796
0.942,782
0.942,776
0.942,768
0.942,766
0.942,761
0.942,756
0.942,756
0.942,747
0.942,738
0.942,735
0.942,737
0.96,737
0.96,735
0.96,729
0.96,730
0.96,727
0.96,725
0.96,727
0.96,724
0.96,730
0.96,731
0.96,732
0.96,734
0.96,735
0.96,736
0.977,736
0.977,735
0.977,739
0.977,741
0.977,744
0.977,745
0.977,749
0.977,752
0.977,756
0.977,757
0.977,757
0.977,763
0.977,765
0.977,768
0.977,775
0.977,780
0.977,782
0.977,788
0.977,788
0.977,796
0.977,795
0.977,800
0.977,799
0.977,810
0.977,807
0.995,836
0.995,857
0.995,874
0.995,878
0.995,884
0.995,895
0.995,898
0.995,904
0.995,914
1.012,913
1.012,926
1.012,918
1.012,924
1.012,925
1.012,920
1.012,925
1.012,929
1.012,945
1.012,950
1.012,963
1.012,977
1.012,976
1.03,979
1.03,986
1.03,996
1.03,1007
1.03,1011
1.03,1017
1.03,1024
1.03,1026
1.03,1039
1.03,1039
1.03,1052
1.03,1054
1.03,1060
1.03,1063
1.03,1061
1.047,1061
1.047,1077
1.047,1080
1.047,1083
1.047,1090
1.047,1095
1.047,1097
1.047,1096
1.047,1094
1.047,1104
1.047,1110
1.047,1115
1.047,1117
1.047,1120
1.047,1127
1.047,1132
1.047,1139
1.065,1141
1.065,1152
1.065,1159
1.065,1170
1.065,1179
1.065,1185
1.065,1190
1.065,1199
1.065,1203
1.065,1218
1.065,1215
1.065,1224
1.065,1228
1.065,1229
1.082,1229
1.082,1233
1.082,1239
1.082,1242
1.082,1245
1.082,1257
1.082,1257
1.082,
1.082,
